Time [s],Pos ECEF X [m],Pos ECEF Y [m],Pos ECEF Z [m],Vel ECEF X [m/s],Vel ECEF Y [m/s],Vel ECEF Z [m/s]
253,6378390.52478777,172.120465653691,-486.543973922736,0.953100366274234,13.0020114983887,-5.37466066515334
254,6378391.0327581,189.151126407622,-488.889866157961,0.945891046188413,12.8760875335674,-4.26540314623339
255,6378390.48759096,200.459289347255,-493.301547791634,1.03015418085044,13.0087668921832,-2.81864978025499
256,6378391.68449956,213.431728443673,-495.616095126631,1.1439793838736,12.649988961056,-0.968969447539852
257,6378395.39601071,223.923068416869,-494.867996349006,1.02295529430354,11.416781523597,0.82517428256186
258,6378395.59108623,239.036904218303,-494.914662765071,0.921972460694769,10.8213301994228,2.55415862428178
259,6378393.86396136,246.987138669305,-492.919815970161,0.897515916144091,9.99757856511568,4.76524837789209
260,6378397.06861557,254.409844638947,-483.299816222616,0.967405668159078,8.95546656135378,6.63120380008761
261,6378396.65341181,263.081919469818,-479.040237174851,0.863956714473977,7.88337848705205,8.38814913224521
262,6378396.39928842,269.991554729853,-468.829346930283,0.931750202118311,6.96761847130372,10.1771150845507
263,6378400.33264753,279.724231499702,-457.884635458331,1.14230383610866,5.60565547444039,11.6722063769602
264,6378401.5524018,284.286234929464,-445.084976015363,1.03339303624042,4.71696540398623,12.4202959148154
265,6378402.36129115,287.550752162273,-431.884364028126,0.979434576784721,3.37406512703645,13.3738927781936
266,6378402.5207033,291.361979735154,-420.156673447064,1.05389374680036,2.94248948360359,13.9254330490688
267,6378403.81060801,294.735480421678,-405.892993835944,1.21407586442098,2.39477836343656,13.8926466119919
268,6378404.737553,294.333265311933,-391.241659717168,1.06579159702231,2.22305942920152,13.631824557239
269,6378404.94140227,297.303854574838,-378.340381765952,1.13576817219866,1.98177909244327,13.2699504741263
